Intensity,Average Distance,Min Distance,Max Distance
0.001,0.03956244586956521,0.019285281941828762,0.0734878790218837
0.002,0.09211549631171204,0.057809396798356096,0.136078037999861
0.003,0.15168744994008415,0.09126936587041429,0.20976311892172061
0.004,0.22097558506188902,0.16457170972736024,0.2884774370875183
0.005,0.30294024976300893,0.1911530601056391,0.37777568001229644
0.006,0.40782844364886783,0.3178734444622566,0.5125839607572416
0.007,0.4833818181646854,0.40652690050794604,0.6019213733391686
0.008,0.5549922352650234,0.4314751515783377,0.6626057272423329
0.009000000000000001,0.6150574080168673,0.4964561361324661,0.7152227849075632
0.010000000000000002,0.6530454900397992,0.5426957867242521,0.7637733452625283
0.011,0.6801144068059937,0.5772947849899,0.787786124763987
0.012,0.718229747107443,0.6095530390050896,0.8272592902413214
0.013000000000000001,0.7397502294953975,0.6176709167160834,0.8225804367211422
0.014000000000000002,0.7598623603630855,0.6485669782964429,0.8349752131369017
0.015,0.7672078313823353,0.6688540878902448,0.8477872539116744
0.016,0.7873810824464431,0.7050068931902356,0.8674289549875887
0.017,0.7902567619248778,0.7087334831368295,0.8848442636104648
0.018000000000000002,0.804764469704167,0.7302945070046052,0.8970765101587861
0.019000000000000003,0.8071976694460102,0.6538485371814656,0.8953687463330395
0.02,0.8289442955323707,0.7559438778904088,0.9062595738838715
0.021,0.8258707683584169,0.7465704918863659,0.8933014687708131
0.022000000000000002,0.833209808663242,0.7455134136716026,0.9052246412742156
0.023,0.8401522283008994,0.767537675063269,0.9038263263206295
0.024,0.8430374307874052,0.7461498445342261,0.9095916727084734
0.025,0.8502057074459082,0.7800705718257528,0.904007435487781
0.026000000000000002,0.8515299809577327,0.7652388036185924,0.9141069016149855
0.027000000000000003,0.8585122552598896,0.7702703830811612,0.9058868140516152
0.028,0.8566695786097576,0.7611123954958956,0.9147671750764252
0.029,0.8580817299731542,0.7666656717217925,0.9088534728431172
0.030000000000000002,0.8630841684829936,0.8028767428077968,0.928938698369381
0.031,0.8625430944471948,0.7650940548929293,0.9087640765701989
0.032,0.868374378271654,0.8118171063565978,0.9204003016975449
0.033,0.8709181111214092,0.812297076168598,0.9202761229825949
0.034,0.8768826433707645,0.8023457938340364,0.9309265177499186
0.035,0.8783024787732246,0.8216916477954579,0.9259603980422408
0.036000000000000004,0.873860268018564,0.7910666612470711,0.929569314598871
0.037000000000000005,0.8747628443854195,0.7953974506941008,0.9283973278953592
0.038,0.8775941780115868,0.8178414990329865,0.9371441360755219
0.039,0.8838439425058037,0.8057936512256776,0.9338202446798256
0.04,0.8846474347018634,0.7949384393914922,0.9345400675632483
0.041,0.8824277354866055,0.7966838907401554,0.9437838569937618
0.042,0.881426395355452,0.8155576345431754,0.9388229666937418
0.043000000000000003,0.885918940266923,0.7958746199377488,0.9472061518797252
0.044000000000000004,0.8872457729855989,0.8318105089592446,0.9308758111872306
0.045,0.8890242371603526,0.7939656497358696,0.9396770501174772
0.046,0.8889223862531647,0.7978337668229605,0.9459263083695418
0.047,0.8902515003115902,0.8312151281234508,0.9368485034976775
0.048,0.8929861551993332,0.8447352031796418,0.9354491056859903
0.049,0.8968790948440513,0.8168045947207894,0.9421117371443621
0.05,0.9007028589658381,0.8370245281103172,0.943109073062359
0.051000000000000004,0.8937260008601513,0.824510185987514,0.9439123872410804
0.052000000000000005,0.8982180202960839,0.8385781383886398,0.9393693067246016
0.053000000000000005,0.9029317902846286,0.8373036573693202,0.942968971490584
0.054,0.9021064169701388,0.8498502672681538,0.9439164507287883
0.055,0.9023229072194873,0.8323567194027597,0.9437088730012966
0.056,0.9031203478231187,0.8443141724633527,0.9426038964949841
0.057,0.9006198066641052,0.8436495297363902,0.9557902633957074
0.058,0.8992544658270467,0.8433711662298355,0.9439476293964792
0.059000000000000004,0.9065783586392208,0.8480723449966391,0.9401454280146413
0.060000000000000005,0.9045380905973995,0.8359264924725393,0.9535608462882995
0.061,0.9035010773018461,0.8435422094354563,0.9448049236821998
0.062,0.9055731432122509,0.8632818818485718,0.9541220726723848
0.063,0.9077377489842274,0.8314381622305962,0.9475244309177332
0.064,0.9066908858459132,0.8509934064494871,0.9445540945000226
0.065,0.9107809197489531,0.8447942127518144,0.9536194827032994
0.066,0.9117397170736987,0.8663071699554656,0.9435742077932555
0.067,0.9124150925467727,0.8639516371925765,0.9521040644997221
0.068,0.9100341757226917,0.8645372793105214,0.9459626853034088
0.069,0.9094111163385818,0.8394675304890428,0.9454463719858979
0.07,0.9116889783133955,0.8582663028957257,0.9522468292765318
0.07100000000000001,0.9114990253164676,0.846242491119641,0.9484201741038152
0.07200000000000001,0.9140780738803653,0.8521392024407863,0.9457726506357251
0.07300000000000001,0.9141010327891632,0.8671379394692141,0.9504657449014007
0.074,0.9142976498822124,0.8523946831190545,0.9474050941158678
0.075,0.9135637227835198,0.8729318512681636,0.9490875616743973
0.076,0.9187498402590124,0.8828980924361083,0.9629125168086614
0.077,0.915413878557636,0.854887689080206,0.9530353619254273
0.078,0.9185965827227546,0.8558203934749228,0.95493604779962
0.079,0.9222441360656459,0.8681002953708385,0.95813461485863
0.08,0.9188359209041761,0.867641011372488,0.9509871911428351
0.081,0.9202985499360089,0.8682166860809009,0.9589333953571683
0.082,0.9191229143325377,0.8441256708531657,0.9584394239197784
0.083,0.9181606295329641,0.8694251826104291,0.9530040367149406
0.084,0.920285909072254,0.8632064254046714,0.9519052018553236
0.085,0.9182730347756852,0.8689554412130024,0.9596691390852969
0.08600000000000001,0.9205783788160004,0.880303967610718,0.9557962370773666
0.08700000000000001,0.9215689259235151,0.8732410420360899,0.9544099598023366
0.08800000000000001,0.9249916529926865,0.8820402740290625,0.9558016845743944
0.089,0.9258099882355788,0.8813104854429095,0.962199253053142
0.09,0.9228109983947864,0.8544189914139073,0.9577700423504172
0.091,0.922341101196822,0.8761128806727102,0.9486468135674521
0.092,0.9223289172096565,0.8749440678047891,0.9590404413410111
0.093,0.9230575231681649,0.8699279146314653,0.9531220479916106
0.094,0.9223566042346999,0.8688851739282802,0.960827559508292
0.095,0.9227451147363591,0.8626038293445958,0.959409817957364
0.096,0.9245634417955303,0.8733976726465857,0.9602307217697384
0.097,0.9244591370098297,0.877311809350411,0.9618090971165616
0.098,0.9234236152782898,0.8717081770141273,0.9628739257621743
0.099,0.9250852479880717,0.8729081587234002,0.9630720972565547
0.1,0.9257175232080465,0.8725637418940378,0.963769755162434
0.101,0.9267541143334571,0.880821339654863,0.9569593345923968
0.10200000000000001,0.9299569267022691,0.8908215751035743,0.9600740134092323
0.10300000000000001,0.9265576362767718,0.8745762918510669,0.9582935811594009
0.10400000000000001,0.9277847963616946,0.8687034769036599,0.9589763124104657
0.10500000000000001,0.9285124461685418,0.8834359891085706,0.9580653738782999
0.106,0.9278674830965291,0.8669950180821562,0.9601716043351403
0.107,0.9286406954867772,0.8804676495504635,0.9664321361326218
0.108,0.9274701077340146,0.862283949723232,0.9571115443525164
0.109,0.9297603754961427,0.8743650551500168,0.9606530619302538
0.11,0.9277001698870017,0.8796977024185695,0.9569287384893211
0.111,0.929389465657671,0.8813566236098054,0.9608606375633213
0.112,0.9280951170535248,0.8874673568653098,0.9556198754881156
0.113,0.929540426972221,0.8866970373942711,0.9592954543536572
0.114,0.9308885662695375,0.8784061755241555,0.9594292066345935
0.115,0.9332777299249626,0.8965863142202618,0.9678623778419685
0.116,0.9303187980344225,0.8855703341355687,0.9577530879898367
0.117,0.9304877255026485,0.8853546115147141,0.9647708138024276
0.11800000000000001,0.9335606717092602,0.8954737958852373,0.9674330470853647
0.11900000000000001,0.9290189629563173,0.8634659443246725,0.9674114135793928
0.12000000000000001,0.9321691909518031,0.8802245226511429,0.9570898845362306
0.121,0.9300048913820324,0.8860488429377571,0.9637843944492117
0.122,0.9334571054609972,0.8881862780316048,0.9637468878814349
0.123,0.9317361464312606,0.8932710109838051,0.9693690970589355
0.124,0.9318458364023223,0.891445489053263,0.9614367337304444
0.125,0.9346519891320567,0.8875946139808983,0.9638638802063795
0.126,0.9349459175405653,0.8793135801751977,0.9676069584706963
0.127,0.9325502286972148,0.8867388736977803,0.9656492986627931
0.128,0.9327676236822989,0.8860192211337629,0.9640377958180462
0.129,0.9366442164105222,0.8909420938048926,0.9596018067222523
0.13,0.938044311877062,0.9074689402113111,0.9679172228489132
0.131,0.9333358503563065,0.8910408243475936,0.9631027724619131
0.132,0.9327520065869257,0.8943988747599537,0.9624880983819916
0.133,0.9331716919385064,0.8735596151357428,0.9668046711516405
0.134,0.9345333302324793,0.8850040557949898,0.9663821742467287
0.135,0.9361848020826201,0.8908969229002901,0.9629747005361998
0.136,0.9395327361771237,0.9020082878400915,0.9661438470955408
0.137,0.9344366709521205,0.8890979597902362,0.96777139541663
0.138,0.9358052152218861,0.8566794645715636,0.9707781160984934
0.139,0.9350055037399297,0.9026311734398644,0.9659761506906716
