Intensity,Average Correlation,Min Correlation,Max Correlation
0.097,0.538909361366582,0.4634702204084612,0.6307359655199899

0.098,0.5328910295614143,0.4512356974077813,0.6307223473500628

0.099,0.5280895260746838,0.43815582231182104,0.6335336107616081

0.1,0.5227434003450279,0.4345070405289344,0.6032451956105036

0.101,0.5159779144305917,0.418369900486995,0.6082489938652461

0.10200000000000001,0.5114900669754222,0.4201226567948484,0.6068414444481078

0.10300000000000001,0.5062201206139593,0.41004458472150274,0.598406183864995

0.10400000000000001,0.5009039962230166,0.3952407436520412,0.6028646788022729

0.10500000000000001,0.49589259541731273,0.40079435090581783,0.59629229535307

0.106,0.4929638282945477,0.40798063086074954,0.5949410701528299

0.107,0.4866861552616373,0.3948229820396265,0.5751333086489064

0.108,0.48361346419828194,0.389910523582611,0.5972200804451389

0.109,0.47767101991241645,0.38167771256464267,0.5619874400753728

0.11,0.47221642671075403,0.3685971052226266,0.5589829238733

0.111,0.4706485732225901,0.37812509538445427,0.562694100613592

0.112,0.46633018095487033,0.3798290534021626,0.5973280959861966

0.113,0.4610014717228175,0.3713570554300407,0.5594492309960553

0.114,0.45817864875365955,0.3676798715886473,0.5505959311755707

0.115,0.4541430601592335,0.37051148504495635,0.5438898222519348

0.116,0.4517959272163065,0.36912067806676946,0.5710041508418925

0.117,0.4499313233159858,0.37060262209686723,0.5897342156439048

0.11800000000000001,0.4443809815246656,0.349592321369843,0.5493835405827425

0.11900000000000001,0.4428418730017164,0.35152028535947033,0.5353832516811243

0.12000000000000001,0.4385031859611155,0.3513008226386384,0.5491179534003241

0.121,0.4352240536758426,0.349286067287611,0.5203171442323002

0.122,0.43230447968787256,0.34901715997394755,0.5424548071089963

0.123,0.4302324345716933,0.3416376824796981,0.5296452863181098

0.124,0.42716004619667997,0.3475579516068938,0.5266849663195939

0.125,0.42406980687173684,0.33541230628072133,0.5173436056303318

0.126,0.4213472146595063,0.341394275941542,0.5074096238012381

0.127,0.41755665057328445,0.3418434812528122,0.5320588700662905

0.128,0.4161172840363423,0.32788082788086514,0.5118636782345852

0.129,0.41350496459537517,0.329214799124756,0.5062681225887439

0.13,0.4101368953425085,0.33076525375075955,0.5079846881382707

0.131,0.4087225488011533,0.32389559518577116,0.493112516369974

0.132,0.40518963615244086,0.3255026596801597,0.4936193764174617

0.133,0.40297263187529647,0.31314570798008246,0.48866799054228366

0.134,0.4029521075974354,0.3109847070872091,0.4939459989616096

0.135,0.39940734623618895,0.2980496061990472,0.5001880000950907

0.136,0.3968288961722887,0.30444348360776585,0.4878001251730587

0.137,0.39559548184561016,0.2939517065052964,0.48359169075091396

0.138,0.39177028203158837,0.31623115891479475,0.49597078377688336

0.139,0.3905189363928438,0.3135974207858142,0.4865522665484482

0.14,0.3876689820325663,0.3067249565976894,0.4687101742301131

0.14100000000000001,0.38839539589797273,0.30196592230333325,0.5069558836881067

0.14200000000000002,0.3823991460009747,0.2955950994111977,0.48371856718271766

0.14300000000000002,0.3831738142038876,0.3093968271522907,0.47734666277415816

0.14400000000000002,0.3797577779973003,0.30428442061490996,0.47138506670493846

0.14500000000000002,0.37874910328510575,0.2947478838528689,0.4673168560813336

0.146,0.37485620008543924,0.2929507366379378,0.4688316320955913

0.147,0.3734700471319438,0.28489455195255653,0.47071755975501683

0.148,0.37061648624718907,0.28816839917556275,0.47238420062032127

0.149,0.36739283936647327,0.28073229675415756,0.46978723245747755

0.15,0.3653194653485769,0.28592894285424975,0.45451608222832796

0.151,0.36442912783466486,0.2749163094265955,0.4765568858118727

0.152,0.36327885450406444,0.27214439438790927,0.47084105876789517

0.153,0.3598880570020385,0.2710198973442934,0.47907512610040165

0.154,0.35737943123436405,0.2770142754885675,0.4530129418031877

0.155,0.35607246269704007,0.280219036006935,0.4696450777930222

0.156,0.3511197870143666,0.2588688363837408,0.45389864843331157

0.157,0.35082875419356957,0.26126440481681235,0.44702362779693605

0.158,0.35042714047878115,0.2629273119772756,0.44329612090228576

0.159,0.34737263082290576,0.249972195063249,0.45497641165841346

0.16,0.3435947558724573,0.2558686420096423,0.4499707507354148

0.161,0.3406040193324925,0.2563109731241439,0.4220043898491131

0.162,0.34060214252444276,0.2347823509891272,0.4314741768999158

0.163,0.3389057246464284,0.2568893112497326,0.4295382173778008

0.164,0.3367348907542173,0.24806435307421676,0.4421108644561339

0.165,0.3327716509250498,0.2458870744425179,0.42132780668160785

0.166,0.32986688289360344,0.2524620935941878,0.42663273719748135

0.167,0.32858363142481445,0.25310546829459935,0.42408736677981296

0.168,0.32622397501230754,0.24202852479442477,0.4294618530558477

0.169,0.325552059097004,0.23671660471748818,0.42592152567603236

0.17,0.32047590492703043,0.2527064548317763,0.41658298436919294

0.171,0.3206257553686402,0.23856569761595656,0.4169398121610707

0.17200000000000001,0.31711388542187974,0.21609420558431516,0.40924473263552624

0.17300000000000001,0.3174004938856219,0.2391375134970232,0.4083673521353518

0.17400000000000002,0.3136732722482877,0.22658736947163532,0.39992143707872874

0.17500000000000002,0.31443463354210044,0.22364409053571704,0.41705844711801443

0.17600000000000002,0.31032210142659017,0.2101016778020709,0.4191322814455276

0.177,0.30857724217771393,0.20639341108851258,0.41977436246494304

0.178,0.30718469490202993,0.22149611474502323,0.4055039246184564

0.179,0.30541707299991183,0.21872486548250075,0.3986461891704003

0.18,0.3049813296254714,0.22214841377966205,0.3899585660133524

0.181,0.30118305424222613,0.2168321298372425,0.41344866698902033

0.182,0.3024302181772373,0.22771241597994288,0.3968530224371971

0.183,0.3001655499271591,0.21519102790161987,0.40901660469458095

0.184,0.29768751915446134,0.20585015933351883,0.40031251283818486

0.185,0.29860184641542287,0.22120910516695935,0.4234111761944598

0.186,0.2959730422269329,0.19789842972349053,0.3835443881496945

0.187,0.2940147824797776,0.2116121696724258,0.3805835237876497

0.188,0.2938694904785001,0.21548362185533743,0.3871382054722263

0.189,0.2930217533862957,0.19887679168930628,0.3979157120117784

0.19,0.29025551667379407,0.20874917583628888,0.40051764488552544

0.191,0.29021851053294406,0.2102757317673359,0.39411536367725536

0.192,0.2894382119407927,0.21448758909435534,0.39874758508885183

0.193,0.28624062409433154,0.2071997296331901,0.3796787746459532

0.194,0.28855136966027434,0.20528870795300808,0.39722978798819697

0.195,0.28422077045543503,0.21546896815568978,0.3816695393841869

0.196,0.28368825614143656,0.21661254607108837,0.3605836247418873

0.197,0.2843556065182629,0.20435995114722896,0.4130033523838252

0.198,0.28102199574944586,0.20951188752492683,0.3869164911879635

0.199,0.2798646108682692,0.20789070695971384,0.38770775964456106

0.2,0.2810952636909616,0.2015724562505339,0.367058877408824

0.201,0.28008255511750313,0.20491998846128706,0.3778859550681379

0.202,0.2780579046796116,0.1952369704765054,0.3693000340483853

0.203,0.27689219178957314,0.20652101079031293,0.3572894665610534

0.20400000000000001,0.2776798656633385,0.20072921617811373,0.37537948394239323

0.20500000000000002,0.2743797749148639,0.19141352487108212,0.35932917814004084

0.20600000000000002,0.27417388352669503,0.18361145181461047,0.36512414307529917

0.20700000000000002,0.2754334273907931,0.18374211841822596,0.3801274395923293

0.20800000000000002,0.27218398573449726,0.19502139504805102,0.3446170880757482

0.20900000000000002,0.27136875561071694,0.19920361937819486,0.3763675600245925

0.21,0.2709202736576856,0.18162119919022743,0.36418930313918574

0.211,0.27021443793222616,0.19052680078395773,0.3688888704750458

0.212,0.2710446160943768,0.1933301965560088,0.3606120271304735

0.213,0.26826220919894533,0.19334722693626555,0.3540702578825441

0.214,0.2674151884651939,0.19795651635172207,0.3495302555786049

0.215,0.26736574436154226,0.19412674864485716,0.36282802589503405

0.216,0.2665878515461017,0.18520678253571726,0.3564234412704081

0.217,0.26534733265607835,0.18918851899300942,0.35186121241902335

0.218,0.2639295197048034,0.1944977976671129,0.3476026136625836

0.219,0.26397172741578184,0.18637585637126491,0.35240291069572854

0.22,0.2637132123300953,0.19188381931208626,0.36102214030393753

0.221,0.2600953530388705,0.19255203461282808,0.3500239736365127

0.222,0.2613894348227574,0.1913690715390887,0.3390158447808519

0.223,0.26048880648949607,0.19657379826648508,0.35140291211896535

0.224,0.26035994234719895,0.19056003046197742,0.36531816164228403

0.225,0.2594609150843205,0.18055386867440457,0.3443387817184339

0.226,0.25828953449857067,0.19005316637749053,0.34904806237361646

0.227,0.25805390466735045,0.18459935844817899,0.34392305435408166

0.228,0.25751029201087183,0.17257070868405244,0.3467617346783738

0.229,0.2565112620874431,0.18970911232019427,0.34593953116591936

0.23,0.2553130000471417,0.18560853979713826,0.33726757354287473

0.231,0.2547845265547145,0.1890751456869721,0.35041450497963933

0.232,0.25496636703086034,0.18625426802052075,0.333531415535291

0.233,0.254430871806153,0.17432598727341572,0.3398970132990822

0.234,0.2525321632594995,0.1747850658569832,0.3330437207743914

0.23500000000000001,0.2522243682434065,0.18128157760820018,0.35339545117633236

0.23600000000000002,0.25239997951124254,0.19227436005001322,0.33901667723385154

0.23700000000000002,0.2505032883832763,0.17191078055799874,0.345312774021457

0.23800000000000002,0.2512312613181962,0.17952839115651267,0.3400399634152933

0.23900000000000002,0.2502147923434054,0.17405413235517733,0.3723318487925461

0.24000000000000002,0.24967501342129167,0.17563956386080606,0.37115977224378993

0.241,0.24742832468349543,0.170785649950984,0.3399383269382089

0.242,0.2479655608464767,0.1634345092077444,0.3603350194228667

0.243,0.24715014267481517,0.1841196103522902,0.3426727115615653

0.244,0.24625758005407572,0.17193695737855638,0.32960950107817755

0.245,0.24686812862607002,0.1740738471901841,0.35689060903017056

0.246,0.244984521510521,0.17368950982578105,0.3477579171719414

0.247,0.2457793984043643,0.1773223898074441,0.3303941616774919

0.248,0.24375084404319672,0.17577639735880607,0.34556317567852207

0.249,0.2440826319593141,0.1836564631463962,0.3361946121825385

0.25,0.24349999929104899,0.15849734547941324,0.33548426613911053

0.251,0.24260787995166416,0.16289166406349828,0.3308107698824843

0.252,0.24112567307984706,0.1690709954324373,0.3466748743753145

0.253,0.2417815323090335,0.1614436642443428,0.34037170551263507

0.254,0.24075442290871554,0.16377201699496602,0.32235283348235394

0.255,0.23877279380088315,0.15471094687697542,0.32302484728337255

0.256,0.23910274641564636,0.176090617675284,0.32251854558267284

0.257,0.2380055796798555,0.14970214323372616,0.32442327881984845

0.258,0.23590969418843263,0.15161349113463912,0.3246870489247733

0.259,0.23654942223259565,0.16199755312421246,0.3266597225604346

0.26,0.23588075918179544,0.1679710956307173,0.3181810940058628

0.261,0.23582399397721743,0.15968670178264216,0.308022625898809

0.262,0.2325360525233104,0.14877932710345135,0.3229831646912046

0.263,0.23492994040868115,0.1658657890678395,0.3283200273498944

0.264,0.23447655289262617,0.16010486139708802,0.33511004656433835

0.265,0.2321977323608902,0.15564210844003362,0.32786442440720315

0.266,0.23154288060319195,0.15773084948262572,0.3209913809875703

0.267,0.23172481302309925,0.15761278232729187,0.3247244055443054

0.268,0.22939720069787123,0.1646249530368062,0.3006527277641121

0.269,0.2286035317927246,0.14317170304772742,0.32526360403909016

0.27,0.22859774574314579,0.15106503925207934,0.326021170225548

0.271,0.22712304343547685,0.15595470844402576,0.3087513660134381

0.272,0.2250391740592717,0.14878690981484075,0.3283420602165924

0.273,0.22583821331357296,0.1447392615757448,0.3240949784361133

0.274,0.22697904526529272,0.15289089704980355,0.3037160132129353

0.275,0.22525895065466212,0.14202627963973063,0.30286364250429565

0.276,0.22342894796781126,0.1310333036727007,0.31253470951395845

0.277,0.2229125647409493,0.15184124941500154,0.31307384579373876

0.278,0.2223619893247043,0.1521981108755323,0.3028975372027358

0.279,0.22175759808836923,0.14976278210792915,0.3027323982961191

0.28,0.2219743078592338,0.15721028288513486,0.30155520059749735

0.281,0.22067227814926413,0.12668177621473956,0.32291315146171373

0.28200000000000003,0.2205199095527351,0.14763719110536766,0.3094044334432211

0.28300000000000003,0.21711975889782542,0.12350657037334517,0.31297156178563434

0.28400000000000003,0.21848498022023483,0.1345653775465757,0.3359987935904452

0.28500000000000003,0.21827443997728976,0.14280969651429845,0.2986081547540891

0.28600000000000003,0.2177423986622772,0.13653149796072994,0.29633922680088287

0.28700000000000003,0.21568220206356734,0.14770621762612085,0.31835410291078314

0.28800000000000003,0.21535210210227015,0.14857872882040168,0.31128016460433994

0.28900000000000003,0.2140559189970955,0.13769282536105168,0.29863155369245253

0.29,0.21314304072046591,0.13746680873182454,0.32094168604962414

0.291,0.21205134979870244,0.14232799543585303,0.30479526226784426

0.292,0.21162422655478016,0.13336984263708995,0.29538215860073536

0.293,0.21036524301500914,0.13514367420651063,0.29998304099582673

0.294,0.20995257199010273,0.13575512635072226,0.29425946650718027

0.295,0.2092369889288101,0.13489679842350855,0.31305447546640663

0.296,0.20914360329086087,0.13405944038450324,0.29033683666126037

0.297,0.20814091722428749,0.13720481973564552,0.29167598808676454

0.298,0.20851720899890178,0.12831273424192619,0.3047973654327462

0.299,0.20759364853237136,0.13556739739207,0.28381679872853827

0.3,0.20691119484339218,0.14433863184243345,0.29722432089544604

0.301,0.2053798274620419,0.1327887669476986,0.2948826400196821

0.302,0.20373814178058194,0.12566749928702795,0.2932841476448521

0.303,0.20424573862729256,0.1363174919288359,0.2917927133821643

0.304,0.2028396413690741,0.1375938993009478,0.3053258799563394

0.305,0.20212034050011873,0.12985262896335883,0.2801733977713241

0.306,0.20239726884430814,0.12415587300696138,0.3121869500599144

0.307,0.20176346360245492,0.12945976683755384,0.2994804471552981

0.308,0.20107265890441745,0.1287823737726684,0.29732906094736933

0.309,0.1998093001779024,0.1340136223852145,0.2926534826959362

0.31,0.19897954571896326,0.12294058835109586,0.2944625141581239

0.311,0.19822254873420198,0.12089121905600118,0.28338941304079635

0.312,0.19885994459841322,0.12221456033614352,0.3365854452612007

0.313,0.19924728356438356,0.12272907905924771,0.31062898525652527

0.314,0.19617537607935637,0.12322877987095203,0.29132024044774363

0.315,0.1973079969546792,0.12092775464078515,0.3044838357390133

0.316,0.19489430982330003,0.11353454826347112,0.28277081095184053

0.317,0.19465883170528633,0.12134476595935313,0.2869452479485971

0.318,0.1932846633966121,0.12111476208589121,0.28967885110071767

0.319,0.1940046300225083,0.12294861364735807,0.280326004524428

0.32,0.19383135150594444,0.11233573761013878,0.2709622689500355

0.321,0.194610368334873,0.11845473658300262,0.2772101305286089

0.322,0.19214838717801053,0.1310172810630406,0.28391426684094223

0.323,0.1914463050694032,0.12894367912386506,0.27784659833523695

0.324,0.19254937989733714,0.11962916339499487,0.28278095683817017

0.325,0.19080396370045274,0.12582381280887966,0.2790668066852672

0.326,0.18971449027544962,0.11269988132316991,0.26725704585756593

0.327,0.19109197169695444,0.11934716740864347,0.2677257222253019

0.328,0.18846045328835498,0.10709088763864091,0.27725824782932085

0.329,0.18883925975288696,0.10617330723526644,0.2783101313299905

0.33,0.18771193950668322,0.1264268505701487,0.2599558809485979

0.331,0.1890520988418873,0.118104556215621,0.27127373503134067

0.332,0.18720476788644874,0.11090959866190239,0.27342018467113816

0.333,0.18748306133307052,0.12533258008723658,0.26497039794668253

0.334,0.18538719458424585,0.10618851353329348,0.2788223167966552

0.335,0.18736384021341654,0.11508449483022962,0.2670168276107847

0.336,0.1862566079298021,0.1116931798934244,0.29153821513367834

0.337,0.182960144401033,0.09951880206607217,0.2703236127879637

0.338,0.18588636563064526,0.10932367072832369,0.26948833727797733

0.339,0.185252951826588,0.10646148454906715,0.2779902504203402

0.34,0.18455468712896525,0.11590711940211362,0.29999542627598996

0.341,0.18381224081985698,0.1048153024054552,0.29025301439685336

0.342,0.18407321194480183,0.11093213722160201,0.26833944971827256

0.343,0.1832201318196921,0.1150620285586894,0.2925674316657715

0.34400000000000003,0.18306250630038828,0.10070974976445689,0.27074538260175884

0.34500000000000003,0.1818251664431246,0.10738974437137715,0.26496100447165805

0.34600000000000003,0.18273836947590918,0.10622455234420661,0.25227388434854636

0.34700000000000003,0.18217487148986372,0.11749577329781873,0.2841479732983342

0.34800000000000003,0.181483950095203,0.10309147784236478,0.2619819361260358

0.34900000000000003,0.18189342365577046,0.1156267702857828,0.2664018529215272

0.35000000000000003,0.18126245720784695,0.11416403739861432,0.26955428924888925

0.35100000000000003,0.18041176640890738,0.11366240369740754,0.28840015969316246

0.35200000000000004,0.18094118562805017,0.10719513958379183,0.26397905153369927

0.353,0.17984936853117633,0.11161050534379156,0.25663517540194

0.354,0.17952290600638146,0.11883344876835411,0.2574429591266589

0.355,0.17838703823581753,0.1074329195477874,0.263145029616628

0.356,0.1789453029123695,0.10732203446928487,0.2759531018884005

0.357,0.17900502459836798,0.100100441780105,0.2747617842228879

0.358,0.17823464605404193,0.11094445568066333,0.257843370162811

0.359,0.17762365516983603,0.11654949038002045,0.2678709187375515

0.36,0.17803683630311937,0.10012711110182303,0.2640340354409656

0.361,0.17721459248009877,0.10973817317764126,0.2593218619373891

0.362,0.1771684685916955,0.10060337811400893,0.2739110664788952

0.363,0.17721792498097164,0.10990054337509807,0.26696729572849076

0.364,0.17668201581646434,0.10549080612033428,0.25265823284959543

0.365,0.176015901017721,0.10178420723869697,0.2657985789579531

0.366,0.17674517905422818,0.11190627026075721,0.2539846204505627

0.367,0.17554019812789734,0.09888991451015376,0.25267494974441507

0.368,0.1757951644929899,0.11452677310224554,0.26562997421016404

0.369,0.17510106965337824,0.10848529865511278,0.2563946251106275

0.37,0.1742089197739585,0.10426903410744344,0.24819552910979692

0.371,0.17556142635796723,0.11088593487550888,0.2572926748449541

0.372,0.1744621051776006,0.10624872562918099,0.27518388741461985

0.373,0.17458016688578498,0.11174498554672088,0.2613710403049191

0.374,0.1718990146714796,0.1108202991769754,0.24809517140044296

0.375,0.17391868357198054,0.10782403703440445,0.25057281433699274

0.376,0.17343777319022996,0.10099307011845107,0.24503527539831363

0.377,0.17345324381919097,0.09851899579333576,0.2866245124047117

0.378,0.17256339724190736,0.10702006593404366,0.2537090473296322

0.379,0.17293467723114067,0.11270022112539735,0.26326648154660653

0.38,0.1736948870319685,0.10794259299028514,0.26048890528544655

0.381,0.17300812968050322,0.09872216980988899,0.25529376258277947

0.382,0.1711671415016424,0.109585947735055,0.2508292825451358

0.383,0.17134617996889973,0.10589474379913308,0.26631985728577556

0.384,0.17103406219892212,0.11336267781632177,0.2590184156001675

0.385,0.1715211334214747,0.10332194229611219,0.27567734611712597

0.386,0.17045240081947763,0.11089459382622638,0.27962520957556264

0.387,0.1708074525464482,0.10965310486062704,0.25581612836685164

0.388,0.17108130933677299,0.11182669776670186,0.2457568113385405

0.389,0.16997296937697,0.0964339861564477,0.24553294875406775

0.39,0.16988405881228863,0.10565221900552421,0.25566726570051745

0.391,0.16949802639740014,0.10416647276071125,0.24350499028535483

0.392,0.16979463416181478,0.09433373932826516,0.2559524255164899

0.393,0.1695627566837861,0.10429755962100598,0.2532384047785128

0.394,0.1693907851047554,0.09903101252720466,0.24588262840343456

0.395,0.1702170230030586,0.10863515434491547,0.24372650697131604

0.396,0.17047942553155188,0.11264739781807921,0.2588361405668256

0.397,0.16816481223243795,0.1122716358951212,0.2624801983466201

0.398,0.1687271465482184,0.1100224304931214,0.25431697889242555

0.399,0.16704628541290958,0.10969373405482075,0.2292613778192254

0.4,0.16842904202506118,0.09650432280876875,0.27689695168691164

