Intensity,Distance
0.05,5.0842125293195135
0.05,5.2614360415891
0.05,5.2418242022122055
0.05,4.990709637434569
0.05,5.135384108036322
0.05,5.2153562196132075
0.05,5.010325707339479
0.05,5.2087435139135465
0.05,5.301118494749103
0.05,5.069161295488599
0.05,4.846010730583264
0.05,4.9449960485704025
0.05,5.3682301938946875
0.05,5.231306839573988
0.05,4.858575589165507
0.05,5.329148154134285
0.05,5.029550344877433
0.05,5.420078851506774
0.05,5.226391321288115
0.05,5.083891444474201
0.05,5.046344434275973
0.05,5.391776315577269
0.05,5.5808455459780255
0.05,5.393126043356712
0.05,5.417908484076663
0.05,5.079857133218768
0.05,5.508003136635101
0.05,5.281575622337367
0.05,5.301321432976948
0.05,5.5275052105458515
0.05,5.227360008553012
0.05,5.43470900897105
0.05,5.008666806185368
0.05,5.520604518846744
0.05,5.422951527864264
0.05,4.895263248574117
0.05,5.00599888647431
0.05,5.392138486421933
0.05,5.318728326690223
0.05,5.199382264869132
0.05,5.3739030542208575
0.05,5.372611342158021
0.05,5.103994250559317
0.05,4.88696499138419
0.05,5.092277067123931
0.05,5.234903515832193
0.05,4.9752168052523125
0.05,5.325660144909256
0.05,5.1019528844413475
0.05,5.562759332962626
0.05,5.489252647028504
0.05,5.214520178089096
0.05,5.069586382717284
0.05,4.977306869895001
0.05,5.088153849936168
0.05,5.424828818806272
0.05,5.14476476789944
0.05,5.183139550323603
0.05,4.884751005144975
0.05,5.064451219549556
0.05,5.056020293594006
0.05,5.617073910364978
0.05,5.483006045953817
0.05,5.424038510505289
0.05,5.055366004279598
0.05,5.140699397475071
0.05,5.5814505924375055
0.05,5.073860202033867
0.05,5.181085072876933
0.05,5.50633924648814
0.05,4.97979113494881
0.05,5.553399568065077
0.05,5.270323336230941
0.05,5.083375006978196
0.05,5.394484111938735
0.05,4.880125745490707
0.05,5.293005393147023
0.05,5.235230501108607
0.05,5.2259898816741215
0.05,5.387828807844861
0.05,5.144612227996552
0.05,4.942467798746911
0.05,5.410008406045652
0.05,5.286647825492198
0.05,5.513487928449487
0.05,5.130464959167385
0.05,5.567468677967329
0.05,5.042445611044252
0.05,5.181295476110413
0.05,5.709556457725683
0.05,5.1063669735843575
0.05,5.148678880499805
0.05,5.029112091962613
0.05,5.592581246038748
0.05,5.512607158324733
0.05,5.0151051577110835
0.05,5.4972534063951075
0.05,5.404203422000739
0.05,5.072573499456085
0.05,5.128442111899292
0.05,5.284422240121297
0.05,5.325415529957311
0.05,5.505592900015099
0.05,5.219038805354683
0.05,5.3457482265727405
0.05,4.917266133207359
0.05,5.018960510331546
0.05,5.289717225203605
0.05,5.563147928081747
0.05,5.325290493419362
0.05,5.154042433435372
0.05,5.32321518825371
0.05,5.272087650565531
0.05,5.315953447522534
0.05,5.484846560159369
0.05,4.960212575722666
0.05,5.399790107783057
0.05,5.069061488368229
0.05,5.3413027075751724
0.05,5.173605690272987
0.05,5.416875924690306
0.05,5.133830789881234
0.05,5.297898036933342
0.05,5.159306152581966
0.05,4.974160205607692
0.05,5.158964340967649
0.05,5.227320872341472
0.05,5.217479297600403
0.05,5.123469635645729
0.05,4.936143140529318
0.05,5.51284110144244
0.05,5.193856869081107
0.05,5.377018309395407
0.05,4.880028023148732
0.05,5.161956704995532
0.05,5.238327526744671
0.05,5.077701974758413
0.05,5.192152078585858
0.05,5.083777772160662
0.05,5.153083857055737
0.05,5.061977508623365
0.05,5.163718362660161
0.05,5.221757626387129
0.05,4.916246090388049
0.05,5.261241686027437
0.05,5.16104262780355
0.05,5.5102727295418426
0.05,5.218258840584199
0.05,5.328005820434493
0.05,5.365265852069005
0.05,5.188675926097029
0.05,5.102923052736502
0.05,5.0191573674661285
0.05,5.210139352681521
0.05,5.173639884261301
0.05,5.3928381211737335
0.05,5.435517715606202
0.05,5.103738546319581
0.05,5.227688228993504
0.05,5.166352192295404
0.05,5.40714821398954
0.05,5.3536801946019805
0.05,5.0521913708358674
0.05,5.581212906448724
0.05,5.266383230906129
0.05,5.182179793457672
0.05,5.413978810927151
0.05,5.1865163074250304
0.05,5.049095246648339
0.05,5.511505261724354
0.05,5.569536224528152
0.05,5.2997489969828715
0.05,5.177813031662034
0.05,4.462592386910763
0.05,4.9560060988003505
0.05,5.427038489318754
0.05,5.071862532419413
0.05,5.1806811278585245
0.05,5.240541620496907
0.05,5.038277380362763
0.05,5.487861214955911
0.05,5.603570985495787
0.05,5.200357989163378
0.05,5.221305336989476
0.05,5.0768351644600775
0.05,5.082307528498707
0.05,5.234260195966456
0.05,5.258021166050769
0.05,5.100431367227655
0.05,5.312774451542383
0.05,5.498158327722738
0.05,5.208717876038439
0.05,5.053117299790348
0.05,5.307515016332489
0.05,5.0874761904403
0.05,4.732008714600187
0.05,5.430546996617877
0.05,4.767683176320065
0.05,5.1224970408517185
0.05,5.417589227527739
0.05,4.697428657483352
0.05,4.952381540392262
0.05,4.934811861014623
0.05,5.170378027362823
0.05,5.147334274512834
0.05,4.787821686602307
0.05,5.288255376563025
0.05,5.35095872947687
0.05,4.756028871677996
0.05,5.198199821054002
0.05,5.350523304651685
0.05,5.3328418451629584
0.05,5.018340038735004
0.05,5.4298517574106215
0.05,5.337981545227362
0.05,4.81783077890967
0.05,5.0394652726468125
0.05,4.953481980745836
0.05,5.469147814967068
0.05,5.096337375405444
0.05,5.6878893425186305
0.05,5.303106081581081
0.05,5.477465614933957
0.05,5.411486585544506
0.05,5.460778853609261
0.05,5.033649364327909
0.05,4.616730641882555
0.05,5.52573528013297
0.05,5.7148579926026395
0.05,5.361693855863822
0.05,5.228889691181225
0.05,5.328014410581174
0.05,5.55318433240461
0.05,5.137766454773117
0.05,5.130118815866278
0.05,5.387306248249449
0.05,5.383604674673372
0.05,5.495625370223923
0.05,5.369925204752865
0.05,5.273868718017882
0.05,5.429979547708704
0.05,4.802100136206054
0.05,5.248042037294258
0.05,5.028145848789086
0.05,5.1598199229820025
0.05,5.293779328397912
0.05,5.195657989120599
0.05,5.4031282071874305
0.05,5.206416834205381
0.05,5.168776930539667
0.05,5.202287821387974
0.05,5.149071815561465
0.05,5.4954130959231815
0.05,4.860742196187272
0.05,5.079470095996171
0.05,5.2880611949831255
0.05,5.19989110962134
0.05,5.011862430106341
0.05,5.591227174174425
0.05,5.010896671048995
0.05,5.29407341695715
0.05,5.3047439978754
0.05,5.112467201843167
0.05,4.783333672222651
0.05,4.864353713804471
0.05,5.192426873359047
0.05,4.942269675010493
0.05,5.0039869212609585
0.05,5.046616270023659
0.05,5.115459096643129
0.05,5.262102988744855
0.05,5.099683005730354
0.05,5.126303140032197
0.05,5.212685367824409
0.05,5.23470018680947
0.05,5.470771003308969
0.05,5.355315170489411
0.05,5.316041248168977
0.05,5.221728006987846
0.05,5.579815360523849
0.05,5.760807681260837
0.05,5.026061349292681
0.05,5.203686913388382
0.05,5.191823434581803
0.05,5.527902979226333
0.05,5.121906331747388
0.05,5.4095346525509616
0.05,4.96320636476807
0.05,5.0810487190636575
0.05,5.206499600376179
0.05,5.129376040054084
0.05,5.322787406607015
0.05,5.567616825814206
0.05,5.313626021173807
0.05,5.157937750253923
0.05,5.364801845910624
0.05,5.386697019127425
0.05,5.396705153722645
0.05,5.221919810662368
0.05,4.984516274217285
0.05,5.037953945902517
0.05,5.03141316546184
0.05,5.377805665343284
0.05,5.1368841502169875
0.05,5.474205918250607
0.05,5.256922526243495
0.05,5.292188309064963
0.05,5.011181494925712
0.05,5.416087661895853
0.05,5.120767762823476
0.05,5.140755340496496
0.05,5.219334061485599
0.05,5.101877723964199
0.05,5.1576041615998935
0.05,4.987524216375858
0.05,5.28488619069705
0.05,4.987857358517587
0.05,4.868712524237948
0.05,5.015603963622518
0.05,5.912387997158084
0.05,5.245814795036491
0.05,5.117476629361249
0.05,5.699697174140779
0.05,5.29867242127427
0.05,5.309982258964643
0.05,5.217777877002557
0.05,5.573317832063044
0.05,5.188096884730126
0.05,4.889953993012346
0.05,5.123753874761081
0.05,4.979536502234234
0.05,5.469943521457619
0.05,5.451097394648354
0.05,5.328876072108333
0.05,4.91469817068313
0.05,5.437332708856398
0.05,5.034441729028579
0.05,5.5483114516677725
0.05,5.2401184955039595
0.05,5.219473405050318
0.05,5.19627941991621
0.05,5.090048322788617
0.05,5.3047525130357585
0.05,5.153658000373603
0.05,4.87091740754256
0.05,5.575399124655308
0.05,5.576582450051129
0.05,5.213332744561831
0.05,5.137516238468864
0.05,5.307053680534661
0.05,5.067255038438104
0.05,5.37252448074533
0.05,5.308630297628301
0.05,5.334832144389044
0.05,5.427503700425881
0.05,5.028315172493607
0.05,5.149995191291743
0.05,5.205145334796206
0.05,5.494779450238218
0.05,5.168253357612121
0.05,5.221590770897167
0.05,5.5304542173979705
0.05,5.411425332854156
0.05,5.192030913965553
0.05,5.495034724221652
0.05,5.078811508057959
0.05,5.6684793054724825
0.05,5.1100881936280755
0.05,5.006505135545257
0.05,5.196463178625951
0.05,5.409595276839426
0.05,5.029126895215941
0.05,5.280091290664033
0.05,5.533226075914509
0.05,4.955397514658411
0.05,5.457012579122278
0.05,4.960039982700334
0.05,5.423972270515535
0.05,4.983693162948453
0.05,5.261375884268883
0.05,5.124365854028819
0.05,5.158928871969255
0.05,5.363676947645115
0.05,5.307767815923333
0.05,5.615927094893896
0.05,5.190418227271236
0.05,5.514199661141814
0.05,5.362227428047843
0.05,5.11719701004222
0.05,5.2754526027773965
0.05,5.0664087254770935
0.05,5.124102573979703
0.05,5.223657286030404
0.05,4.99748726831601
0.05,5.281313775582394
0.05,5.402169503177992
0.05,5.432337438697359
0.05,5.464359241909059
0.05,5.263835848656718
0.05,4.8580501827456475
0.05,5.517442799350353
0.05,5.261724013491367
0.05,5.206477885339027
0.05,5.0542632092004585
0.05,4.990450248447706
0.05,5.008407644896401
0.05,5.1352498115748055
0.05,5.151682634826713
0.05,4.777949680546628
0.05,4.500136577471787
0.05,4.844891437234661
0.05,4.868027378581396
0.05,5.186266312588189
0.05,5.4282897216168715
0.05,5.261084119680086
0.05,5.085486881841179
0.05,5.529511556845842
0.05,4.90742283419824
0.05,5.043173905553769
0.05,4.785478099688843
0.05,5.12433872808124
0.05,5.306497390983454
0.05,5.415925919726551
0.05,5.6790959912219865
0.05,5.001820334419016
0.05,5.390993504462918
0.05,5.077646383664305
0.05,5.252932116656372
0.05,5.293287499760593
0.05,5.149450297272975
0.05,5.44642909468745
0.05,5.36182773869178
0.05,5.036815110111268
0.05,5.149455146562494
0.05,4.837510536506759
0.05,5.345573648541004
0.05,4.596027997722903
0.05,5.29277567222826
0.05,5.096817384658633
0.05,5.468542643770851
0.05,5.276000198179154
0.05,5.468451103396081
0.05,5.448485008284287
0.05,5.33487096252042
0.05,5.350895014565366
0.05,4.982463480934315
0.05,5.145708979055018
0.05,5.052839733964473
0.05,4.993721431688188
0.05,5.192815469020642
0.05,5.021835576400019
0.05,5.368417479577606
0.05,4.636931316967668
0.05,5.160039557680696
0.05,5.253361233203987
0.05,5.234239460365463
0.05,4.9764340494584465
0.05,5.038465376392036
0.05,5.236224497513557
0.05,4.860616636040501
0.05,5.468113035982075
0.05,5.3332887952605414
0.05,5.465719442474267
0.05,5.221063490629161
0.05,5.496625836311899
0.05,5.304300644040882
0.05,5.097393403018384
0.05,5.052308381288168
0.05,5.165390891903717
0.05,5.468725568047258
0.05,5.052099478385498
0.1,9.217182961446921
0.1,9.866783192909361
0.1,9.824524349905785
0.1,10.107794743042785
0.1,9.46334826828513
0.1,9.427169722853366
0.1,10.134606120913315
0.1,9.584247562756369
0.1,10.010388612454822
0.1,9.351138154336079
0.1,8.84703418754709
0.1,10.65470922373503
0.1,10.267576532073235
0.1,9.554940284492101
0.1,9.997875570999703
0.1,9.77662209835889
0.1,9.252036615740355
0.1,9.476563480244048
0.1,9.615439724892411
0.1,9.677364242452992
0.1,9.333894099290227
0.1,9.142219529496682
0.1,9.579300667805079
0.1,10.167053423510453
0.1,9.760229892414223
0.1,9.814582830253421
0.1,9.812293832267416
0.1,9.246676855011396
0.1,9.710489099332918
0.1,9.917320751976105
0.1,9.912248546608998
0.1,9.81363111781377
0.1,10.302696369774331
0.1,10.210653447651346
0.1,10.063773072435229
0.1,9.33892927141913
0.1,9.835152729609105
0.1,9.734851736115386
0.1,9.846139875839405
0.1,10.156503159941629
0.1,9.982782020790623
0.1,9.216629152030402
0.1,9.833735670314388
0.1,9.799337802604583
0.1,9.543736903856297
0.1,9.468337527266455
0.1,9.462781633408968
0.1,10.007090797851209
0.1,10.089399424905512
0.1,9.55921292893931
0.1,9.370069673366793
0.1,9.901802044509772
0.1,10.004825375889595
0.1,10.276161060313171
0.1,10.372666967263424
0.1,9.851872583894414
0.1,10.48898908790807
0.1,10.12910306536252
0.1,10.399715431805015
0.1,9.820696351452717
0.1,9.940991309575926
0.1,9.717661999097952
0.1,9.616115800494425
0.1,10.188794462396038
0.1,9.450472031542326
0.1,10.453690427174752
0.1,9.670287718332197
0.1,9.647690699311312
0.1,9.949413847782402
0.1,9.311611707859337
0.1,9.800342735393167
0.1,9.988279317308262
0.1,10.138997409871605
0.1,9.816989516676225
0.1,8.917947302363372
0.1,8.876900900510256
0.1,10.206746513167797
0.1,10.162607015009893
0.1,9.29146244867687
0.1,10.243426011030863
0.1,9.385725230440181
0.1,9.914028271690118
0.1,8.992142118504947
0.1,10.096225506134113
0.1,9.478716338299172
0.1,10.01686438374032
0.1,10.328162123997421
0.1,9.895111895127865
0.1,9.398213475676657
0.1,10.51878846040843
0.1,10.193006174947982
0.1,10.08824291423082
0.1,9.367590719440026
0.1,9.752646334539278
0.1,9.437441102767245
0.1,9.798296240387915
0.1,9.95778173313199
0.1,10.561613654569188
0.1,10.127102870779009
0.1,9.45971829072147
0.1,9.941563778546271
0.1,9.901656393734227
0.1,9.942832407226472
0.1,9.859624553162663
0.1,10.027750130863765
0.1,9.407183738075803
0.1,9.025132869645045
0.1,9.902594395597546
0.1,9.497953557572906
0.1,9.77034463265325
0.1,10.79733603657852
0.1,10.930402115971901
0.1,9.799542311637603
0.1,10.17891717824649
0.1,9.548614122590728
0.1,9.504527167666385
0.1,9.016921757412987
0.1,10.053882265749554
0.1,9.731924276869961
0.1,9.428535404365265
0.1,8.923429850654193
0.1,10.295391186280602
0.1,9.647536230790303
0.1,9.19693014560314
0.1,10.12918470047082
0.1,10.300514597175326
0.1,9.123693772557619
0.1,9.428884020560773
0.1,9.746338245332394
0.1,9.553971074291455
0.1,10.259603760516905
0.1,9.703956916585451
0.1,9.007493532281504
0.1,9.798305373995198
0.1,9.956896441914644
0.1,9.910871607845765
0.1,10.009655049250853
0.1,9.116582918969684
0.1,9.074369366531819
0.1,9.664742821539647
0.1,9.903375879441018
0.1,10.058991416086387
0.1,10.200605037905113
0.1,9.690586115236709
0.1,9.367391407280168
0.1,9.208108635825035
0.1,9.549882361178579
0.1,9.427689865752075
0.1,10.061968093977928
0.1,9.642851451550653
0.1,9.612445398342782
0.1,9.843792119273756
0.1,10.314934000270984
0.1,10.092052976986164
