Intensity,Average Correlation,Min Correlation,Max Correlation

10.0,0.9913088197697149,0.9862182653402405,0.9960263455215769

20.0,0.9909263713489145,0.9861370010449326,0.994960874412849

30.0,0.9909221400069168,0.9863961606856515,0.9953698811059555

40.0,0.9909350514781984,0.9854057572391961,0.9953698811059555

50.0,0.9909974649573284,0.986081896701968,0.994960874412849

60.0,0.9912192196684658,0.9857204404365331,0.9953698811059555

70.0,0.991187924481248,0.9843109965160775,0.9953698811059555

80.0,0.9912759956675359,0.9865532196342062,0.994960874412849

90.0,0.9914019297108639,0.9866551878695081,0.9953698811059555

100.0,0.9914128927059098,0.985563123241924,0.9953698811059555

110.0,0.9915096974832683,0.9857204404365328,0.9953698811059555

120.0,0.9916387685467949,0.986710229917413,0.9961837930874766

130.0,0.9918106127411997,0.9865532196342061,0.9953698811059555

140.0,0.9917283149713702,0.9855631232419242,0.9953698811059555

150.0,0.9918260530746825,0.9858777088457263,0.9965949062481416

160.0,0.9919048491807142,0.985563123241924,0.9965949062481417

170.0,0.9919325226832094,0.9859798130529028,0.9961868966180062

180.0,0.9919081484265546,0.986137001044933,0.9957785550390326

190.0,0.9920230940531339,0.9869690966254044,0.9961868966180062

200.0,0.9920125187169975,0.9869690966254044,0.9957785550390327

210.0,0.9921319621796646,0.9857204404365328,0.9957785550390326

220.0,0.9921490283041137,0.9868121665614832,0.9957785550390326

230.0,0.992111237487914,0.9870709811949211,0.9961868966180062

240.0,0.9923405899935226,0.9868121665614832,0.9961868966180062

250.0,0.9922431112299018,0.9875413852310849,0.9957785550390327

260.0,0.9922148209222257,0.9862941403116307,0.9961868966180062

270.0,0.992376384252047,0.9879564517784869,0.9957785550390326

280.0,0.9923545514717625,0.9856652908021657,0.9957785550390327

290.0,0.9923764711354406,0.9883711781447942,0.9965949062481416

300.0,0.9924824075493707,0.9877998274943313,0.9965949062481414

310.0,0.9924264500864988,0.9870709811949211,0.9957785550390327

320.0,0.9924610552245328,0.9865532196342062,0.9965949062481416

330.0,0.9924826366872281,0.987384632438889,0.9957785550390327

340.0,0.9925308357174774,0.987799827494331,0.9961868966180062

350.0,0.9926540008139049,0.9882146822107146,0.9961868966180062

360.0,0.9927029098632025,0.9865532196342061,0.9965949062481416

370.0,0.9927368528444588,0.9884727808977304,0.9965949062481414

380.0,0.9926298986521627,0.9879564517784869,0.9965949062481414

390.0,0.9927051313240438,0.9871259780838642,0.9970025843340461

400.0,0.9926995121176453,0.9874864334455506,0.9965949062481416

410.0,0.9927632793930543,0.9887307479403304,0.9961868966180062

420.0,0.9927898396490606,0.9882146822107148,0.9961868966180062

430.0,0.9928113097886538,0.9882146822107146,0.9965949062481414

440.0,0.9928605745745898,0.9882146822107146,0.9970025843340461

450.0,0.99288117235494,0.987799827494331,0.9965949062481414

460.0,0.9929469642710664,0.9887855647480452,0.9970025843340461

470.0,0.9929078966522951,0.9884727808977306,0.9965949062481417

480.0,0.9928702920905911,0.9883711781447942,0.9965949062481416

490.0,0.9929581367133887,0.9887855647480454,0.9965949062481416

500.0,0.993003816115426,0.9883711781447942,0.9965949062481414

510.0,0.992915015432676,0.9872278311010194,0.9965949062481414

520.0,0.9930041123256024,0.9879564517784868,0.9970025843340461

530.0,0.9929553122607743,0.989043372298808,0.9965949062481416

540.0,0.9930642806241772,0.9879564517784869,0.9965949062481416

550.0,0.9930571226338109,0.9887855647480452,0.9965949062481414

560.0,0.9931222512252128,0.9886291970063363,0.9961868966180063

570.0,0.9931253315397408,0.9880581378502434,0.9961868966180062

580.0,0.9930926443791871,0.9883163163997833,0.9961868966180063

590.0,0.9931596023859259,0.9883163163997833,0.9965949062481417

600.0,0.9930354936439642,0.9880581378502434,0.9961868966180062

610.0,0.9932081367173866,0.9887855647480452,0.9961868966180062

620.0,0.9931418801683072,0.9884727808977304,0.9961868966180062

630.0,0.9931247066811039,0.9884727808977306,0.9965949062481417

640.0,0.9932607558821958,0.9884727808977306,0.9970025843340461

650.0,0.9932096695393194,0.9882146822107146,0.9965949062481417

660.0,0.9932480808636878,0.9888870842845229,0.9970025843340461

670.0,0.9931666615618241,0.9883711781447942,0.9974099312796697

680.0,0.9931879011366431,0.9877998274943313,0.9961868966180063

690.0,0.9932140496253251,0.9888870842845229,0.9961868966180063

700.0,0.9933338333690637,0.987541385231085,0.9965949062481416

710.0,0.9933113732290801,0.9886291970063363,0.9965949062481417

720.0,0.9933694334304971,0.9871259780838642,0.9970025843340461

730.0,0.9933516101293501,0.9891996120055935,0.9970025843340461

740.0,0.993330936635253,0.9888870842845229,0.9970025843340461
